LGD_Code,DistrictName,StateName,DistrictVehicles_2020
223,Supaul,Bihar,2532
756,Tamulpur,Assam,0
55,Tehri Garhwal,Uttarakhand,17263
497,Thane,Maharashtra,483672
565,Thiruvananthapuram,Kerala,972523
591,Tiruchirappalli,Tamil Nadu,898889
634,Tiruppur,Tamil Nadu,0
593,Tiruvannamalai,Tamil Nadu,0
117,Udaipur,Rajasthan,0
617,Udalguri,Assam,19864
240,Upper Siang,Arunachal Pradesh,0
550,Uttara Kannada,Karnataka,0
57,Uttar Kashi,Uttarakhand,0
522,Warangal,Telangana,0
567,Wayanad,Kerala,0
278,West Garo Hills,Meghalaya,25726
275,West Jaintia Hills,Meghalaya,0
243,West Siang,Arunachal Pradesh,0
343,West Singhbhum,Jharkhand,0
697,Yadadri Bhuvanagiri,Telangana,0
635,Yadgir,Karnataka,0
601,Yanam,Puducherry,0
251,Zunheboto,Nagaland,12986
